recipe_id,recipe_name,ingredients,calorie,protein,fat,carbohydrate,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b6,vitamin_b12,niacin,folic_acid,vitamin_c,biotin,total_choline,sodium,potassium,magnesium,iron,zinc,calcium,phosphorus,selenium,iodine,copper,manganese
8456,茼蒿拌豆腐,"豆腐：50g茼蒿：100g豆油：5g精盐：0.5g芝麻油：1g, 豆腐：50g, 茼蒿：100g, 豆油：5g, 精盐：0.5g, 芝麻油：1g",136 kcal,6.50 g,10.35 g,5.40 g,126.00 μg RAE,,10.46 mg α-TE,,0.07 mg,0.10 mg,0.02 mg,,0.66 mg,134.20 μg,18.00 mg,3.60 μg,13.25 mg,361.77 mg,273.22 mg,51.69 mg,3.38 mg,0.77 mg,126.35 mg,92.39 mg,1.84 μg,7.65 μg,0.10 mg,0.35 mg
8457,猪肉丸子,"猪肉：60g豆油：5g精盐：0.5g鸡精：0.5g白砂糖：1g酱油：1g黄酒：2g姜：2g大葱：3g, 猪肉：60g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 白砂糖：1g, 酱油：1g, 黄酒：2g, 姜：2g, 大葱：3g",252 kcal,9.26 g,23.09 g,1.50 g,9.15 μg RAE,0.00 μg,5.05 mg α-TE,0.00 μg,0.18 mg,0.08 mg,0.00 mg,0.00 μg,2.52 mg,7.08 μg,0.13 mg,2.66 μg,,383.19 mg,141.90 mg,12.62 mg,1.05 mg,1.15 mg,8.15 mg,76.79 mg,4.79 μg,0.24 μg,0.08 mg,0.14 mg
8458,美味猪肉饺子,"小麦面粉：50g猪肉：30g虾米：5g甜椒：30g精盐：2g黄酱：5g鸡精：2g五香粉：1g花生油：5g饮用水：35g, 小麦面粉：50g, 猪肉：30g, 虾米：5g, 甜椒：30g, 精盐：2g, 黄酱：5g, 鸡精：2g, 五香粉：1g, 花生油：5g, 饮用水：35g",355 kcal,15.70 g,15.67 g,39.04 g,8.00 μg RAE,0.00 μg,3.46 mg α-TE,0.00 μg,0.33 mg,0.10 mg,0.08 mg,0.00 μg,2.71 mg,20.59 μg,39.00 mg,5.49 μg,20.90 mg,1608.90 mg,227.47 mg,45.41 mg,2.12 mg,0.95 mg,53.31 mg,163.83 mg,10.68 μg,22.30 μg,0.23 mg,0.19 mg
8459,猪肉茴香饺子,"小麦面粉(标准粉)：50g茴香（鲜）[小茴香]：100g猪肉（代表值，fat30g）：30g, 小麦面粉(标准粉)：50g, 茴香（鲜）[小茴香]：100g, 猪肉（代表值，fat30g）：30g",307 kcal,14.88 g,10.68 g,39.65 g,205.50 μg RAE,,1.30 mg α-TE,,0.38 mg,0.16 mg,0.04 mg,0.00 μg,2.99 mg,135.82 μg,26.00 mg,5.12 μg,20.90 mg,204.89 mg,309.40 mg,75.80 mg,1.89 mg,1.36 mg,171.30 mg,142.80 mg,6.85 μg,13.15 μg,0.11 mg,0.37 mg
8460,大葱猪肉馅饼,"小麦面粉(标准粉)：50g猪肉（代表值，fat30g）：15g大葱：50g, 小麦面粉(标准粉)：50g, 猪肉（代表值，fat30g）：15g, 大葱：50g",245 kcal,10.92 g,5.92 g,38.35 g,4.75 μg RAE,,0.26 mg α-TE,,0.31 mg,0.07 mg,0.12 mg,0.00 μg,1.82 mg,20.09 μg,1.50 mg,4.86 μg,20.90 mg,14.52 mg,182.70 mg,35.40 mg,0.80 mg,0.52 mg,47.90 mg,114.15 mg,5.01 μg,0.75 μg,0.07 mg,0.22 mg
8461,冬瓜排骨汤,"猪大排：45g冬瓜：50g饮用水：200g枸杞子：15g扇贝肉：8g盐：2g鸡精：2g, 猪大排：45g, 冬瓜：50g, 饮用水：200g, 枸杞子：15g, 扇贝肉：8g, 盐：2g, 鸡精：2g",177 kcal,11.58 g,9.62 g,12.44 g,249.15 μg RAE,0.00 μg,1.23 mg α-TE,0.00 μg,0.41 mg,0.15 mg,0.01 mg,0.00 μg,3.13 mg,7.08 μg,15.20 mg,2.54 μg,,1258.08 mg,232.70 mg,32.25 mg,1.84 mg,2.07 mg,40.56 mg,104.98 mg,8.31 μg,1.38 μg,0.25 mg,0.23 mg
8462,养生玉米排骨汤,"玉米：40g猪大排：30g饮用水：200g红枣：15g枸杞子：10g人参：3g香菜：2g盐：2g鸡精：1g姜：5g, 玉米：40g, 猪大排：30g, 饮用水：200g, 红枣：15g, 枸杞子：10g, 人参：3g, 香菜：2g, 盐：2g, 鸡精：1g, 姜：5g",222 kcal,9.90 g,7.17 g,32.11 g,168.19 μg RAE,0.00 μg,0.83 mg α-TE,0.00 μg,0.35 mg,0.17 mg,0.00 mg,0.00 μg,2.98 mg,13.08 μg,14.26 mg,1.79 μg,,1025.05 mg,334.55 mg,38.77 mg,6.33 mg,1.40 mg,43.18 mg,122.49 mg,5.43 μg,0.94 μg,0.29 mg,0.91 mg
8463,番茄排骨汤,"猪大排：45g番茄：50g饮用水：150g番茄酱：20g盐：2g料酒：10g姜：5g, 猪大排：45g, 番茄：50g, 饮用水：150g, 番茄酱：20g, 盐：2g, 料酒：10g, 姜：5g",165 kcal,10.29 g,9.61 g,9.00 g,20.90 μg RAE,0.00 μg,1.15 mg α-TE,0.00 μg,0.38 mg,0.11 mg,0.03 mg,0.00 μg,3.81 mg,6.53 μg,7.00 mg,3.58 μg,3.35 mg,825.69 mg,418.53 mg,24.09 mg,5.01 mg,1.20 mg,26.34 mg,94.85 mg,4.97 μg,105.75 μg,0.20 mg,0.68 mg
8464,排骨烧芋头,"猪大排：90g芋头：20g精盐：0.5g鸡精：0.5g酱油：1g绵白糖：1g大蒜：2g姜：2g大葱：3g, 猪大排：90g, 芋头：20g, 精盐：0.5g, 鸡精：0.5g, 酱油：1g, 绵白糖：1g, 大蒜：2g, 姜：2g, 大葱：3g",259 kcal,16.99 g,18.43 g,6.11 g,11.21 μg RAE,,0.12 mg α-TE,,0.73 mg,0.14 mg,0.02 mg,0.00 μg,4.89 mg,6.66 μg,0.57 mg,5.44 μg,,390.32 mg,268.04 mg,22.08 mg,0.95 mg,1.63 mg,13.12 mg,128.21 mg,9.55 μg,0.24 μg,0.12 mg,0.21 mg
8465,猪排骨焖土豆,"猪大排：45g马铃薯：100g豆油：5g精盐：0.5g鸡精：0.5g酱油：1g黄酒：2g白砂糖：1g甜面酱：1g豆油：5g, 猪大排：45g, 马铃薯：100g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 酱油：1g, 黄酒：2g, 白砂糖：1g, 甜面酱：1g, 豆油：5g",298 kcal,11.04 g,19.40 g,20.12 g,6.45 μg RAE,0.00 μg,9.71 mg α-TE,0.00 μg,0.46 mg,0.09 mg,0.27 mg,0.00 μg,3.54 mg,17.92 μg,14.00 mg,6.63 μg,,395.95 mg,476.94 mg,34.12 mg,1.13 mg,1.20 mg,14.02 mg,106.58 mg,5.21 μg,1.45 μg,0.16 mg,0.19 mg
8466,芹菜炒猪排,"芹菜：100g猪大排：45g豆油：5g精盐：0.5g白砂糖：1g大蒜：2g, 芹菜：100g, 猪大排：45g, 豆油：5g, 精盐：0.5g, 白砂糖：1g, 大蒜：2g",184 kcal,8.73 g,14.38 g,5.42 g,7.46 μg RAE,,4.72 mg α-TE,,0.37 mg,0.09 mg,0.06 mg,0.00 μg,2.62 mg,30.76 μg,2.14 mg,3.53 μg,,383.63 mg,257.61 mg,24.26 mg,0.70 mg,0.98 mg,20.34 mg,72.02 mg,4.78 μg,,0.09 mg,0.09 mg
8467,鲜玉米炖猪排,"玉米：100g猪大排：45g豆油：5g老抽：1g蚝油：1g黄酒：2g生抽：1g白砂糖：1g, 玉米：100g, 猪大排：45g, 豆油：5g, 老抽：1g, 蚝油：1g, 黄酒：2g, 生抽：1g, 白砂糖：1g",283 kcal,12.43 g,15.38 g,24.96 g,5.40 μg RAE,0.00 μg,5.16 mg α-TE,0.00 μg,0.52 mg,0.18 mg,0.00 mg,0.00 μg,4.23 mg,2.74 μg,16.00 mg,2.50 μg,,198.09 mg,369.98 mg,40.86 mg,1.67 mg,1.74 mg,5.70 mg,176.44 mg,6.31 μg,0.04 μg,0.15 mg,0.28 mg
8468,玉米白萝卜炖猪骨,"玉米：40g白萝卜：40g猪大排：30g饮用水：200g精盐：0.5g, 玉米：40g, 白萝卜：40g, 猪大排：30g, 饮用水：200g, 精盐：0.5g",130 kcal,7.37 g,6.64 g,11.23 g,3.60 μg RAE,0.00 μg,0.21 mg α-TE,0.00 μg,0.31 mg,0.09 mg,0.02 mg,0.00 μg,2.37 mg,12.24 μg,14.00 mg,1.94 μg,,240.27 mg,248.27 mg,24.71 mg,0.77 mg,1.02 mg,31.31 mg,90.70 mg,3.80 μg,0.56 μg,0.08 mg,0.13 mg
8469,玉米胡萝卜排骨汤,"玉米：40g猪大排：30g胡萝卜：30g饮用水：200g, 玉米：40g, 猪大排：30g, 胡萝卜：30g, 饮用水：200g",134 kcal,7.39 g,6.66 g,12.06 g,106.20 μg RAE,0.00 μg,0.30 mg α-TE,0.00 μg,0.30 mg,0.10 mg,0.05 mg,0.00 μg,2.31 mg,7.56 μg,9.10 mg,2.55 μg,2.64 mg,58.20 mg,217.10 mg,25.30 mg,0.77 mg,1.03 mg,20.50 mg,95.70 mg,3.92 μg,0.36 μg,0.10 mg,0.13 mg
8470,胡萝卜炒肉丝,"胡萝卜：40g猪肉：30g精盐：0.5g豆油：5g生抽：1g玉米淀粉：2g大葱：3g, 胡萝卜：40g, 猪肉：30g, 精盐：0.5g, 豆油：5g, 生抽：1g, 玉米淀粉：2g, 大葱：3g",165 kcal,5.05 g,14.12 g,5.11 g,141.45 μg RAE,,4.97 mg α-TE,,0.09 mg,0.05 mg,0.06 mg,0.00 μg,1.28 mg,12.05 μg,3.69 mg,2.61 μg,3.52 mg,326.38 mg,120.10 mg,13.05 mg,0.75 mg,0.68 mg,15.77 mg,53.69 mg,2.65 μg,0.49 μg,0.08 mg,0.07 mg
8471,白菜炖猪肉,"大白菜：100g猪肉：30g精盐：0.5g鸡精：0.5g酱油：1g芝麻油：1g, 大白菜：100g, 猪肉：30g, 精盐：0.5g, 鸡精：0.5g, 酱油：1g, 芝麻油：1g",130 kcal,6.24 g,10.24 g,3.66 g,11.50 μg RAE,,1.25 mg α-TE,,0.14 mg,0.08 mg,,,1.90 mg,29.23 μg,37.50 mg,2.52 μg,,434.40 mg,203.28 mg,18.41 mg,1.32 mg,1.00 mg,59.70 mg,71.71 mg,2.97 μg,2.55 μg,0.10 mg,0.22 mg
8472,猪肉馅饼,"小麦面粉：50g猪肉：15g精盐：1g白砂糖：2g生抽：5g胡椒粉：0.5g, 小麦面粉：50g, 猪肉：15g, 精盐：1g, 白砂糖：2g, 生抽：5g, 胡椒粉：0.5g",242 kcal,10.41 g,5.79 g,37.83 g,2.30 μg RAE,,0.26 mg α-TE,,0.28 mg,0.06 mg,0.04 mg,0.00 μg,1.63 mg,14.34 μg,0.00 mg,4.63 μg,20.90 mg,722.45 mg,145.81 mg,29.57 mg,0.71 mg,0.40 mg,17.83 mg,105.62 mg,5.02 μg,0.86 μg,0.05 mg,0.06 mg
8473,豆芽炖排骨,"黄豆芽：100g猪大排：45g精盐：0.5g黄酒：3g酱油：1g胡椒粉：0.5g白砂糖：1g豆油：5g大葱：3g姜：2g, 黄豆芽：100g, 猪大排：45g, 精盐：0.5g, 黄酒：3g, 酱油：1g, 胡椒粉：0.5g, 白砂糖：1g, 豆油：5g, 大葱：3g, 姜：2g",221 kcal,12.96 g,15.81 g,6.99 g,8.60 μg RAE,0.00 μg,5.50 mg α-TE,0.00 μg,0.40 mg,0.14 mg,0.06 mg,0.00 μg,3.07 mg,12.64 μg,8.13 mg,6.55 μg,,282.10 mg,294.99 mg,32.45 mg,1.58 mg,1.41 mg,29.53 mg,135.18 mg,5.69 μg,10.75 μg,0.20 mg,0.48 mg
8474,猪肉白菜馅大包子,"小麦面粉(标准粉)：50g小白菜：50g猪肉（代表值，fat30g）：30g, 小麦面粉(标准粉)：50g, 小白菜：50g, 猪肉（代表值，fat30g）：30g",287 kcal,13.08 g,10.43 g,36.65 g,81.50 μg RAE,,0.56 mg α-TE,,0.33 mg,0.10 mg,0.08 mg,0.00 μg,2.19 mg,36.72 μg,32.00 mg,5.77 μg,20.90 mg,84.69 mg,218.40 mg,44.80 mg,1.34 mg,0.75 mg,75.80 mg,132.80 mg,6.28 μg,3.25 μg,0.08 mg,0.14 mg
8475,肉片炒卷心菜,"圆白菜：100g猪肉：30g豆油：2g精盐：2g, 圆白菜：100g, 猪肉：30g, 豆油：2g, 精盐：2g",85 kcal,7.59 g,4.06 g,5.05 g,19.20 μg RAE,,2.46 mg α-TE,,0.19 mg,0.06 mg,,,1.99 mg,23.33 μg,40.00 mg,1.20 μg,11.00 mg,830.77 mg,215.84 mg,19.60 mg,1.56 mg,1.17 mg,51.50 mg,82.84 mg,3.83 μg,0.97 μg,0.07 mg,0.21 mg
8476,焖蒸猪肉油菜,"猪肉：30g油菜：100g姜：5g酱油：8g料酒：5g芝麻油：3g胡椒：1g淀粉：5g白芝麻：2g, 猪肉：30g, 油菜：100g, 姜：5g, 酱油：8g, 料酒：5g, 芝麻油：3g, 胡椒：1g, 淀粉：5g, 白芝麻：2g",201 kcal,5.08 g,15.20 g,11.52 g,101.80 μg RAE,0.00 μg,2.98 mg α-TE,20.50 μg,0.07 mg,0.10 mg,0.08 mg,0.00 μg,1.42 mg,109.20 μg,0.00 mg,2.13 μg,8.02 mg,549.25 mg,229.67 mg,45.14 mg,6.64 mg,0.87 mg,173.72 mg,75.67 mg,1.86 μg,5.84 μg,0.15 mg,0.91 mg
8477,冬瓜猪骨汤,"猪大排：45g冬瓜：50g饮用水：100g精盐：2g枸杞子：2g大葱：3g姜：2g八角：2g, 猪大排：45g, 冬瓜：50g, 饮用水：100g, 精盐：2g, 枸杞子：2g, 大葱：3g, 姜：2g, 八角：2g",143 kcal,8.98 g,9.54 g,6.21 g,38.19 μg RAE,0.00 μg,0.12 mg α-TE,0.00 μg,0.37 mg,0.09 mg,0.01 mg,0.00 μg,2.62 mg,7.27 μg,9.05 mg,2.55 μg,,817.55 mg,170.92 mg,17.45 mg,2.39 mg,0.96 mg,20.19 mg,68.40 mg,5.07 μg,0.85 μg,0.11 mg,0.43 mg
8478,肉丸茄子煲,"猪肉：30g茄子：100g芝麻油：1g酱油：1g白砂糖：1g醋：2g江米酒：5g, 猪肉：30g, 茄子：100g, 芝麻油：1g, 酱油：1g, 白砂糖：1g, 醋：2g, 江米酒：5g",142 kcal,5.81 g,10.24 g,6.10 g,8.50 μg RAE,0.00 μg,2.02 mg α-TE,0.00 μg,0.11 mg,0.08 mg,0.00 mg,0.00 μg,1.88 mg,15.47 μg,5.00 mg,2.72 μg,,85.31 mg,217.84 mg,19.98 mg,1.14 mg,0.84 mg,27.89 mg,63.83 mg,2.93 μg,0.86 μg,0.14 mg,0.24 mg
8479,火腿炒豆芽,"绿豆芽：100g火腿：25g陈醋：1g精盐：0.5g蚝油：1g白砂糖：1g姜：2g豆油：5g, 绿豆芽：100g, 火腿：25g, 陈醋：1g, 精盐：0.5g, 蚝油：1g, 白砂糖：1g, 姜：2g, 豆油：5g",92 kcal,5.72 g,5.96 g,4.43 g,1.00 μg RAE,,4.78 mg α-TE,,0.04 mg,0.06 mg,0.05 mg,0.00 μg,1.81 mg,31.67 μg,4.04 mg,1.38 μg,9.43 mg,642.50 mg,86.12 mg,22.74 mg,0.83 mg,0.81 mg,17.89 mg,96.14 mg,2.28 μg,2.99 μg,0.09 mg,0.23 mg
8480,火腿冬瓜汤,"火腿：25g冬瓜：50g饮用水：130g西红柿：150g胡椒粉：1g盐：2g味精：1g瓦罐鸡汤：100g, 火腿：25g, 冬瓜：50g, 饮用水：130g, 西红柿：150g, 胡椒粉：1g, 盐：2g, 味精：1g, 瓦罐鸡汤：100g",87 kcal,7.18 g,3.67 g,7.62 g,46.60 μg RAE,0.00 μg,0.98 mg α-TE,0.00 μg,0.06 mg,0.13 mg,0.12 mg,0.00 μg,2.25 mg,23.95 μg,29.00 mg,3.93 μg,19.48 mg,1508.38 mg,383.96 mg,33.44 mg,1.02 mg,0.81 mg,23.46 mg,138.51 mg,2.11 μg,1.98 μg,0.10 mg,0.14 mg
8481,火腿冬瓜,"火腿：25g冬瓜：80g香菇：20g精盐：0.5g味精：1g黄酒：2g, 火腿：25g, 冬瓜：80g, 香菇：20g, 精盐：0.5g, 味精：1g, 黄酒：2g",42 kcal,4.99 g,1.07 g,3.66 g,0.00 μg RAE,0.00 μg,0.15 mg α-TE,0.00 μg,0.02 mg,0.06 mg,0.04 mg,0.00 μg,1.97 mg,22.58 μg,13.00 mg,0.54 μg,9.43 mg,648.61 mg,93.73 mg,13.33 mg,0.42 mg,0.74 mg,13.43 mg,95.11 mg,2.56 μg,1.78 μg,0.05 mg,0.10 mg
8482,白萝卜炖羊肉,"白萝卜：80g羊肉：60g枸杞子：3g黄酒：3g精盐：0.5g胡椒粉：0.5g豆油：5g大葱：3g姜：2g黄酒：2g, 白萝卜：80g, 羊肉：60g, 枸杞子：3g, 黄酒：3g, 精盐：0.5g, 胡椒粉：0.5g, 豆油：5g, 大葱：3g, 姜：2g, 黄酒：2g",156 kcal,12.27 g,9.06 g,6.70 g,53.75 μg RAE,0.00 μg,4.98 mg α-TE,0.00 μg,0.07 mg,0.12 mg,0.05 mg,0.00 μg,2.95 mg,24.30 μg,16.77 mg,1.86 μg,,302.34 mg,335.41 mg,28.79 mg,2.89 mg,2.36 mg,53.89 mg,118.90 mg,4.16 μg,2.99 μg,0.13 mg,0.23 mg
8483,火腿扒白菜,"火腿：25g小白菜：100g精盐：0.5g味精：1g鸡精：0.5g黄酒：2g, 火腿：25g, 小白菜：100g, 精盐：0.5g, 味精：1g, 鸡精：0.5g, 黄酒：2g",44 kcal,5.76 g,1.16 g,3.26 g,154.00 μg RAE,0.00 μg,0.52 mg α-TE,0.00 μg,0.03 mg,0.09 mg,0.09 mg,0.00 μg,1.39 mg,50.46 μg,64.00 mg,1.68 μg,9.43 mg,872.61 mg,160.57 mg,33.14 mg,1.59 mg,0.76 mg,120.47 mg,102.04 mg,2.42 μg,5.13 μg,0.04 mg,0.18 mg
8484,五花肉炒白菜,"猪肉：30g小白菜：100g精盐：0.5g鸡精：0.5g生抽：1g豆油：3g豆瓣酱：2g生抽：1g, 猪肉：30g, 小白菜：100g, 精盐：0.5g, 鸡精：0.5g, 生抽：1g, 豆油：3g, 豆瓣酱：2g, 生抽：1g",151 kcal,4.13 g,14.04 g,2.90 g,165.70 μg RAE,,3.35 mg α-TE,,0.05 mg,0.08 mg,0.07 mg,0.00 μg,0.67 mg,44.08 μg,64.00 mg,3.49 μg,7.50 mg,682.18 mg,154.78 mg,34.69 mg,2.01 mg,0.51 mg,120.42 mg,50.90 mg,1.30 μg,6.02 μg,0.07 mg,0.19 mg
8485,腐竹烧肉,"腐竹：20g猪肉：30g辣椒：2g酱油：1g精盐：0.5g玉米淀粉：2g豆油：5g大葱：3g姜：2g, 腐竹：20g, 猪肉：30g, 辣椒：2g, 酱油：1g, 精盐：0.5g, 玉米淀粉：2g, 豆油：5g, 大葱：3g, 姜：2g",252 kcal,13.90 g,18.63 g,7.65 g,10.27 μg RAE,,10.97 mg α-TE,,0.13 mg,0.06 mg,0.00 mg,0.00 μg,1.65 mg,34.66 μg,0.13 mg,10.04 μg,6.82 mg,278.27 mg,206.07 mg,25.20 mg,4.15 mg,1.36 mg,24.09 mg,102.96 mg,3.77 μg,0.23 μg,0.32 mg,0.65 mg
8486,猪肉豆角包子,"小麦面粉(标准粉)：50g豆角(鲜，白)：25g猪肉（代表值，fat30g）：15g, 小麦面粉(标准粉)：50g, 豆角(鲜，白)：25g, 猪肉（代表值，fat30g）：15g",240 kcal,10.67 g,5.82 g,37.30 g,14.25 μg RAE,,0.86 mg α-TE,,0.30 mg,0.06 mg,0.04 mg,0.00 μg,1.80 mg,13.29 μg,9.75 mg,4.46 μg,20.90 mg,12.45 mg,175.70 mg,34.40 mg,0.70 mg,0.52 mg,22.90 mg,111.65 mg,5.30 μg,1.08 μg,0.08 mg,0.25 mg
8487,牛肉炖胡萝卜,"胡萝卜：60g牛肉：40g洋葱：20g精盐：0.5g白砂糖：1g鸡精：0.5g黄酒：2g, 胡萝卜：60g, 牛肉：40g, 洋葱：20g, 精盐：0.5g, 白砂糖：1g, 鸡精：0.5g, 黄酒：2g",78 kcal,9.42 g,1.17 g,8.34 g,207.20 μg RAE,0.00 μg,0.55 mg α-TE,0.00 μg,0.03 mg,0.07 mg,0.10 mg,0.00 μg,2.04 mg,16.86 μg,7.00 mg,2.22 μg,6.50 mg,389.92 mg,186.68 mg,22.95 mg,1.26 mg,2.23 mg,24.17 mg,104.23 mg,1.96 μg,2.73 μg,0.07 mg,0.10 mg
8488,番茄牛肉块,"牛肉：40g番茄：50g芝麻油：1g豆油：3g精盐：0.5g白砂糖：1g淀粉：2g, 牛肉：40g, 番茄：50g, 芝麻油：1g, 豆油：3g, 精盐：0.5g, 白砂糖：1g, 淀粉：2g",100 kcal,8.97 g,5.10 g,4.81 g,17.10 μg RAE,,4.02 mg α-TE,,0.03 mg,0.06 mg,0.03 mg,0.00 μg,2.22 mg,5.70 μg,7.00 mg,1.51 μg,3.35 mg,228.21 mg,175.15 mg,14.96 mg,1.16 mg,2.13 mg,5.23 mg,85.93 mg,1.40 μg,1.99 μg,0.04 mg,0.06 mg
8489,青椒炒牛肉丝,"甜椒：40g牛肉：40g豆油：5g酱油：1g精盐：0.5g白砂糖：1g芝麻油：1g味精：1g鸡蛋白：20g江米酒：3g胡椒粉：0.5g淀粉：3g大蒜：3g, 甜椒：40g, 牛肉：40g, 豆油：5g, 酱油：1g, 精盐：0.5g, 白砂糖：1g, 芝麻油：1g, 味精：1g, 鸡蛋白：20g, 江米酒：3g, 胡椒粉：0.5g, 淀粉：3g, 大蒜：3g",145 kcal,11.94 g,7.12 g,7.70 g,4.14 μg RAE,0.00 μg,5.86 mg α-TE,0.00 μg,0.04 mg,0.12 mg,0.05 mg,0.00 μg,2.22 mg,5.97 μg,52.21 mg,0.84 μg,0.22 mg,379.65 mg,125.67 mg,15.10 mg,1.62 mg,2.16 mg,8.83 mg,84.79 mg,3.10 μg,2.14 μg,0.05 mg,0.08 mg
8490,洋葱牛肉饼,"小麦面粉：50g牛肉：30g洋葱：50g牛油：5g彩椒：2g茄子：80g鸡蛋：60g苹果酱：6g香薷：1g面包屑：10g苹果：150g花生油：10g, 小麦面粉：50g, 牛肉：30g, 洋葱：50g, 牛油：5g, 彩椒：2g, 茄子：80g, 鸡蛋：60g, 苹果酱：6g, 香薷：1g, 面包屑：10g, 苹果：150g, 花生油：10g",604 kcal,25.68 g,22.70 g,78.53 g,168.42 μg RAE,,6.95 mg α-TE,,0.39 mg,0.27 mg,0.04 mg,0.00 μg,3.65 mg,110.59 μg,14.64 mg,11.16 μg,179.16 mg,163.34 mg,593.48 mg,65.10 mg,6.42 mg,2.68 mg,100.34 mg,278.80 mg,14.21 μg,16.81 μg,0.41 mg,0.56 mg
8491,排骨海带汤,"猪大排：45g海带：50g饮用水：200g料酒：10g盐：2g味精：1g鸡精：1g白砂糖：2g芝麻油：2g, 猪大排：45g, 海带：50g, 饮用水：200g, 料酒：10g, 盐：2g, 味精：1g, 鸡精：1g, 白砂糖：2g, 芝麻油：2g",163 kcal,9.51 g,11.25 g,4.42 g,5.40 μg RAE,0.00 μg,2.35 mg α-TE,0.00 μg,0.37 mg,0.16 mg,0.00 mg,0.00 μg,3.10 mg,2.27 μg,0.00 mg,2.44 μg,,1089.54 mg,254.20 mg,23.90 mg,0.96 mg,0.99 mg,42.80 mg,70.29 mg,9.53 μg,57.22 μg,0.06 mg,0.13 mg
8492,清炖排骨,"猪大排：45g小白菜：10g豆油：3g精盐：0.5g味精：1g黄酒：2g, 猪大排：45g, 小白菜：10g, 豆油：3g, 精盐：0.5g, 味精：1g, 黄酒：2g",151 kcal,8.81 g,12.21 g,1.28 g,20.80 μg RAE,0.00 μg,2.88 mg α-TE,0.00 μg,0.36 mg,0.08 mg,0.01 mg,0.00 μg,2.40 mg,6.52 μg,6.40 mg,2.56 μg,,311.66 mg,135.62 mg,11.12 mg,0.58 mg,0.83 mg,17.62 mg,59.52 mg,4.71 μg,0.50 μg,0.05 mg,0.07 mg
8493,咖喱土豆焖牛肉,"马铃薯：50g牛肉：40g菠菜：30g洋葱：20g咖喱粉：5g, 马铃薯：50g, 牛肉：40g, 菠菜：30g, 洋葱：20g, 咖喱粉：5g",123 kcal,11.47 g,1.84 g,15.74 g,80.90 μg RAE,0.00 μg,1.05 mg α-TE,4.30 μg,0.11 mg,0.11 mg,0.17 mg,0.01 μg,3.11 mg,41.78 μg,18.30 mg,2.46 μg,1.22 mg,57.03 mg,466.00 mg,52.20 mg,3.54 mg,2.65 mg,57.10 mg,137.70 mg,2.10 μg,3.86 μg,0.15 mg,0.29 mg
8494,冬瓜煲牛肉,"冬瓜：100g牛肉：40g黄酒：2g味精：1g精盐：0.5g豆油：5g大葱：3g姜：2g, 冬瓜：100g, 牛肉：40g, 黄酒：2g, 味精：1g, 精盐：0.5g, 豆油：5g, 大葱：3g, 姜：2g",105 kcal,9.31 g,6.22 g,3.43 g,1.75 μg RAE,0.00 μg,5.02 mg α-TE,0.00 μg,0.02 mg,0.05 mg,0.02 mg,0.00 μg,2.23 mg,11.32 μg,16.13 mg,0.58 μg,,307.26 mg,149.08 mg,20.29 mg,1.19 mg,2.21 mg,18.65 mg,85.58 mg,1.45 μg,3.43 μg,0.04 mg,0.15 mg
8495,烤牛肉茄子,"牛肉：40g茄子：100g甜椒：10g豆油：3g精盐：0.5g鸡精：0.5g黄酒：2g芝麻油：1g白砂糖：1g酱油：1g胡椒粉：1g, 牛肉：40g, 茄子：100g, 甜椒：10g, 豆油：3g, 精盐：0.5g, 鸡精：0.5g, 黄酒：2g, 芝麻油：1g, 白砂糖：1g, 酱油：1g, 胡椒粉：1g",117 kcal,9.96 g,5.25 g,7.83 g,6.30 μg RAE,0.00 μg,4.98 mg α-TE,0.00 μg,0.04 mg,0.09 mg,0.01 mg,0.00 μg,2.66 mg,14.79 μg,18.00 mg,1.88 μg,,379.80 mg,232.88 mg,25.11 mg,1.72 mg,2.33 mg,28.33 mg,100.64 mg,2.03 μg,2.78 μg,0.12 mg,0.19 mg
8496,羊肉大包,"小麦面粉：50g羊肉：30g虾米：10g黄酒：5g精盐：2g味精：1g鸡精：1g五香粉：1g胡椒粉：0.5g酵母：1g芝麻油：5g大葱：10g姜：5g, 小麦面粉：50g, 羊肉：30g, 虾米：10g, 黄酒：5g, 精盐：2g, 味精：1g, 鸡精：1g, 五香粉：1g, 胡椒粉：0.5g, 酵母：1g, 芝麻油：5g, 大葱：10g, 姜：5g",311 kcal,19.13 g,8.65 g,39.21 g,5.75 μg RAE,0.00 μg,3.98 mg α-TE,0.00 μg,0.33 mg,0.12 mg,0.06 mg,0.00 μg,3.39 mg,18.76 μg,0.50 mg,4.49 μg,20.90 mg,1576.42 mg,280.40 mg,61.85 mg,3.45 mg,1.68 mg,90.35 mg,224.55 mg,13.27 μg,41.55 μg,0.32 mg,0.41 mg
